,Contador,HRDescripcion,HRPuesto,Eq,HRContador,pos,Actividades,Puesto,ClaseOT,ACant,AHoras,posHRContador
450,M1,INSP_MEC_CHUTE_ CH374,TEC-MEC,MCHU055,MCHU055M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU055M110
451,M2,PREV_MEC_CHUTE_ CH374,TEC-MEC,MCHU055,MCHU055M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU055M210
452,M2,PREV_MEC_CHUTE_ CH374,TEC-MEC,MCHU055,MCHU055M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU055M220
453,I1,INSP_INS_CHUTE_ CH374,TEC-INS,MCHU055,MCHU055I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU055I110
454,I2,PREV_INS_CHUTE_ CH374,TEC-INS,MCHU055,MCHU055I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU055I210
455,I2,PREV_INS_CHUTE_ CH374,TEC-INS,MCHU055,MCHU055I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU055I220
456,M1,INSP_MEC_CHUTE_ CH375,TEC-MEC,MCHU056,MCHU056M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU056M110
457,M2,PREV_MEC_CHUTE_ CH375,TEC-MEC,MCHU056,MCHU056M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU056M210
458,M2,PREV_MEC_CHUTE_ CH375,TEC-MEC,MCHU056,MCHU056M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU056M220
459,I1,INSP_INS_CHUTE_ CH375,TEC-INS,MCHU056,MCHU056I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU056I110
460,I2,PREV_INS_CHUTE_ CH375,TEC-INS,MCHU056,MCHU056I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU056I210
461,I2,PREV_INS_CHUTE_ CH375,TEC-INS,MCHU056,MCHU056I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU056I220
462,M1,INSP_MEC_CHUTE_ CH351,TEC-MEC,MCHU057,MCHU057M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU057M110
463,M2,PREV_MEC_CHUTE_ CH351,TEC-MEC,MCHU057,MCHU057M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU057M210
464,M2,PREV_MEC_CHUTE_ CH351,TEC-MEC,MCHU057,MCHU057M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU057M220
465,I1,INSP_INS_CHUTE_ CH351,TEC-INS,MCHU057,MCHU057I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU057I110
466,I2,PREV_INS_CHUTE_ CH351,TEC-INS,MCHU057,MCHU057I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU057I210
467,I2,PREV_INS_CHUTE_ CH351,TEC-INS,MCHU057,MCHU057I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU057I220
468,M1,INSP_MEC_CHUTE_ CH352,TEC-MEC,MCHU058,MCHU058M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU058M110
469,M2,PREV_MEC_CHUTE_ CH352,TEC-MEC,MCHU058,MCHU058M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU058M210
470,M2,PREV_MEC_CHUTE_ CH352,TEC-MEC,MCHU058,MCHU058M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU058M220
471,I1,INSP_INS_CHUTE_ CH352,TEC-INS,MCHU058,MCHU058I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU058I110
472,I2,PREV_INS_CHUTE_ CH352,TEC-INS,MCHU058,MCHU058I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU058I210
473,I2,PREV_INS_CHUTE_ CH352,TEC-INS,MCHU058,MCHU058I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU058I220
474,M1,INSP_MEC_CHUTE_ CH376,TEC-MEC,MCHU059,MCHU059M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU059M110
475,M2,PREV_MEC_CHUTE_ CH376,TEC-MEC,MCHU059,MCHU059M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU059M210
476,M2,PREV_MEC_CHUTE_ CH376,TEC-MEC,MCHU059,MCHU059M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU059M220
477,I1,INSP_INS_CHUTE_ CH376,TEC-INS,MCHU059,MCHU059I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU059I110
478,I2,PREV_INS_CHUTE_ CH376,TEC-INS,MCHU059,MCHU059I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU059I210
479,I2,PREV_INS_CHUTE_ CH376,TEC-INS,MCHU059,MCHU059I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU059I220
480,M1,INSP_MEC_CHUTE_ CH377,TEC-MEC,MCHU060,MCHU060M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU060M110
481,M2,PREV_MEC_CHUTE_ CH377,TEC-MEC,MCHU060,MCHU060M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU060M210
482,M2,PREV_MEC_CHUTE_ CH377,TEC-MEC,MCHU060,MCHU060M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU060M220
483,I1,INSP_INS_CHUTE_ CH377,TEC-INS,MCHU060,MCHU060I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU060I110
484,I2,PREV_INS_CHUTE_ CH377,TEC-INS,MCHU060,MCHU060I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU060I210
485,I2,PREV_INS_CHUTE_ CH377,TEC-INS,MCHU060,MCHU060I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU060I220
486,M1,INSP_MEC_CHUTE_ CH353,TEC-MEC,MCHU061,MCHU061M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU061M110
487,M2,PREV_MEC_CHUTE_ CH353,TEC-MEC,MCHU061,MCHU061M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU061M210
488,M2,PREV_MEC_CHUTE_ CH353,TEC-MEC,MCHU061,MCHU061M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU061M220
489,I1,INSP_INS_CHUTE_ CH353,TEC-INS,MCHU061,MCHU061I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU061I110
490,I2,PREV_INS_CHUTE_ CH353,TEC-INS,MCHU061,MCHU061I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU061I210
491,I2,PREV_INS_CHUTE_ CH353,TEC-INS,MCHU061,MCHU061I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU061I220
492,M1,INSP_MEC_CHUTE_ CH354,TEC-MEC,MCHU062,MCHU062M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU062M110
493,M2,PREV_MEC_CHUTE_ CH354,TEC-MEC,MCHU062,MCHU062M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU062M210
494,M2,PREV_MEC_CHUTE_ CH354,TEC-MEC,MCHU062,MCHU062M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU062M220
495,I1,INSP_INS_CHUTE_ CH354,TEC-INS,MCHU062,MCHU062I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU062I110
496,I2,PREV_INS_CHUTE_ CH354,TEC-INS,MCHU062,MCHU062I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU062I210
497,I2,PREV_INS_CHUTE_ CH354,TEC-INS,MCHU062,MCHU062I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU062I220
498,M1,INSP_MEC_CHUTE_ CH378,TEC-MEC,MCHU063,MCHU063M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU063M110
499,M2,PREV_MEC_CHUTE_ CH378,TEC-MEC,MCHU063,MCHU063M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU063M210
500,M2,PREV_MEC_CHUTE_ CH378,TEC-MEC,MCHU063,MCHU063M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU063M220
501,I1,INSP_INS_CHUTE_ CH378,TEC-INS,MCHU063,MCHU063I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU063I110
502,I2,PREV_INS_CHUTE_ CH378,TEC-INS,MCHU063,MCHU063I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU063I210
503,I2,PREV_INS_CHUTE_ CH378,TEC-INS,MCHU063,MCHU063I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU063I220
504,M1,INSP_MEC_CHUTE_ CH379,TEC-MEC,MCHU064,MCHU064M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU064M110
505,M2,PREV_MEC_CHUTE_ CH379,TEC-MEC,MCHU064,MCHU064M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU064M210
506,M2,PREV_MEC_CHUTE_ CH379,TEC-MEC,MCHU064,MCHU064M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU064M220
507,I1,INSP_INS_CHUTE_ CH379,TEC-INS,MCHU064,MCHU064I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU064I110
508,I2,PREV_INS_CHUTE_ CH379,TEC-INS,MCHU064,MCHU064I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU064I210
509,I2,PREV_INS_CHUTE_ CH379,TEC-INS,MCHU064,MCHU064I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU064I220
510,M1,INSP_MEC_CHUTE_ CH370,TEC-MEC,MCHU065,MCHU065M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU065M110
511,M2,PREV_MEC_CHUTE_ CH370,TEC-MEC,MCHU065,MCHU065M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU065M210
512,M2,PREV_MEC_CHUTE_ CH370,TEC-MEC,MCHU065,MCHU065M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU065M220
513,I1,INSP_INS_CHUTE_ CH370,TEC-INS,MCHU065,MCHU065I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU065I110
514,I2,PREV_INS_CHUTE_ CH370,TEC-INS,MCHU065,MCHU065I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU065I210
515,I2,PREV_INS_CHUTE_ CH370,TEC-INS,MCHU065,MCHU065I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU065I220
516,M1,INSP_MEC_CHUTE_ CH371,TEC-MEC,MCHU066,MCHU066M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU066M110
517,M2,PREV_MEC_CHUTE_ CH371,TEC-MEC,MCHU066,MCHU066M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU066M210
518,M2,PREV_MEC_CHUTE_ CH371,TEC-MEC,MCHU066,MCHU066M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU066M220
519,I1,INSP_INS_CHUTE_ CH371,TEC-INS,MCHU066,MCHU066I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU066I110
520,I2,PREV_INS_CHUTE_ CH371,TEC-INS,MCHU066,MCHU066I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU066I210
521,I2,PREV_INS_CHUTE_ CH371,TEC-INS,MCHU066,MCHU066I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU066I220
522,M1,INSP_MEC_CHUTE_ CH372,TEC-MEC,MCHU067,MCHU067M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU067M110
523,M2,PREV_MEC_CHUTE_ CH372,TEC-MEC,MCHU067,MCHU067M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU067M210
524,M2,PREV_MEC_CHUTE_ CH372,TEC-MEC,MCHU067,MCHU067M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU067M220
525,I1,INSP_INS_CHUTE_ CH372,TEC-INS,MCHU067,MCHU067I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU067I110
526,I2,PREV_INS_CHUTE_ CH372,TEC-INS,MCHU067,MCHU067I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU067I210
527,I2,PREV_INS_CHUTE_ CH372,TEC-INS,MCHU067,MCHU067I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU067I220
528,M1,INSP_MEC_CHUTE_ CH201,TEC-MEC,MCHU068,MCHU068M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU068M110
529,M2,PREV_MEC_CHUTE_ CH201,TEC-MEC,MCHU068,MCHU068M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU068M210
530,M2,PREV_MEC_CHUTE_ CH201,TEC-MEC,MCHU068,MCHU068M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU068M220
531,I1,INSP_INS_CHUTE_ CH201,TEC-INS,MCHU068,MCHU068I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU068I110
532,I2,PREV_INS_CHUTE_ CH201,TEC-INS,MCHU068,MCHU068I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU068I210
533,I2,PREV_INS_CHUTE_ CH201,TEC-INS,MCHU068,MCHU068I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU068I220
534,M1,INSP_MEC_CHUTE_ CH203,TEC-MEC,MCHU069,MCHU069M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU069M110
535,M2,PREV_MEC_CHUTE_ CH203,TEC-MEC,MCHU069,MCHU069M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU069M210
536,M2,PREV_MEC_CHUTE_ CH203,TEC-MEC,MCHU069,MCHU069M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU069M220
537,I1,INSP_INS_CHUTE_ CH203,TEC-INS,MCHU069,MCHU069I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU069I110
538,I2,PREV_INS_CHUTE_ CH203,TEC-INS,MCHU069,MCHU069I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU069I210
539,I2,PREV_INS_CHUTE_ CH203,TEC-INS,MCHU069,MCHU069I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU069I220
540,M1,INSP_MEC_CHUTE_ CH202,TEC-MEC,MCHU070,MCHU070M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU070M110
541,M2,PREV_MEC_CHUTE_ CH202,TEC-MEC,MCHU070,MCHU070M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU070M210
542,M2,PREV_MEC_CHUTE_ CH202,TEC-MEC,MCHU070,MCHU070M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU070M220
543,I1,INSP_INS_CHUTE_ CH202,TEC-INS,MCHU070,MCHU070I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU070I110
544,I2,PREV_INS_CHUTE_ CH202,TEC-INS,MCHU070,MCHU070I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU070I210
545,I2,PREV_INS_CHUTE_ CH202,TEC-INS,MCHU070,MCHU070I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU070I220
546,M1,INSP_MEC_CHUTE_ CH204,TEC-MEC,MCHU071,MCHU071M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU071M110
547,M2,PREV_MEC_CHUTE_ CH204,TEC-MEC,MCHU071,MCHU071M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU071M210
548,M2,PREV_MEC_CHUTE_ CH204,TEC-MEC,MCHU071,MCHU071M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU071M220
549,I1,INSP_INS_CHUTE_ CH204,TEC-INS,MCHU071,MCHU071I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU071I110
550,I2,PREV_INS_CHUTE_ CH204,TEC-INS,MCHU071,MCHU071I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU071I210
551,I2,PREV_INS_CHUTE_ CH204,TEC-INS,MCHU071,MCHU071I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU071I220
552,M1,INSP_MEC_CHUTE_ CH205,TEC-MEC,MCHU072,MCHU072M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU072M110
553,M2,PREV_MEC_CHUTE_ CH205,TEC-MEC,MCHU072,MCHU072M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU072M210
554,M2,PREV_MEC_CHUTE_ CH205,TEC-MEC,MCHU072,MCHU072M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU072M220
555,I1,INSP_INS_CHUTE_ CH205,TEC-INS,MCHU072,MCHU072I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU072I110
556,I2,PREV_INS_CHUTE_ CH205,TEC-INS,MCHU072,MCHU072I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU072I210
557,I2,PREV_INS_CHUTE_ CH205,TEC-INS,MCHU072,MCHU072I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU072I220
558,M1,INSP_MEC_CHUTE_ CH206,TEC-MEC,MCHU073,MCHU073M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU073M110
559,M2,PREV_MEC_CHUTE_ CH206,TEC-MEC,MCHU073,MCHU073M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU073M210
560,M2,PREV_MEC_CHUTE_ CH206,TEC-MEC,MCHU073,MCHU073M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU073M220
561,I1,INSP_INS_CHUTE_ CH206,TEC-INS,MCHU073,MCHU073I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU073I110
562,I2,PREV_INS_CHUTE_ CH206,TEC-INS,MCHU073,MCHU073I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU073I210
563,I2,PREV_INS_CHUTE_ CH206,TEC-INS,MCHU073,MCHU073I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU073I220
564,M1,INSP_MEC_CHUTE_ CH207,TEC-MEC,MCHU074,MCHU074M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU074M110
565,M2,PREV_MEC_CHUTE_ CH207,TEC-MEC,MCHU074,MCHU074M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU074M210
566,M2,PREV_MEC_CHUTE_ CH207,TEC-MEC,MCHU074,MCHU074M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU074M220
567,I1,INSP_INS_CHUTE_ CH207,TEC-INS,MCHU074,MCHU074I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU074I110
568,I2,PREV_INS_CHUTE_ CH207,TEC-INS,MCHU074,MCHU074I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU074I210
569,I2,PREV_INS_CHUTE_ CH207,TEC-INS,MCHU074,MCHU074I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU074I220
570,M1,INSP_MEC_CHUTE_ CH227,TEC-MEC,MCHU075,MCHU075M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU075M110
571,M2,PREV_MEC_CHUTE_ CH227,TEC-MEC,MCHU075,MCHU075M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU075M210
572,M2,PREV_MEC_CHUTE_ CH227,TEC-MEC,MCHU075,MCHU075M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU075M220
573,I1,INSP_INS_CHUTE_ CH227,TEC-INS,MCHU075,MCHU075I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU075I110
574,I2,PREV_INS_CHUTE_ CH227,TEC-INS,MCHU075,MCHU075I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU075I210
575,I2,PREV_INS_CHUTE_ CH227,TEC-INS,MCHU075,MCHU075I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU075I220
576,M1,INSP_MEC_CHUTE_ CH208,TEC-MEC,MCHU076,MCHU076M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU076M110
577,M2,PREV_MEC_CHUTE_ CH208,TEC-MEC,MCHU076,MCHU076M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU076M210
578,M2,PREV_MEC_CHUTE_ CH208,TEC-MEC,MCHU076,MCHU076M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU076M220
579,I1,INSP_INS_CHUTE_ CH208,TEC-INS,MCHU076,MCHU076I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU076I110
580,I2,PREV_INS_CHUTE_ CH208,TEC-INS,MCHU076,MCHU076I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU076I210
581,I2,PREV_INS_CHUTE_ CH208,TEC-INS,MCHU076,MCHU076I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU076I220
582,M1,INSP_MEC_CHUTE_ CH240,TEC-MEC,MCHU077,MCHU077M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU077M110
583,M2,PREV_MEC_CHUTE_ CH240,TEC-MEC,MCHU077,MCHU077M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU077M210
584,M2,PREV_MEC_CHUTE_ CH240,TEC-MEC,MCHU077,MCHU077M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU077M220
585,I1,INSP_INS_CHUTE_ CH240,TEC-INS,MCHU077,MCHU077I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU077I110
586,I2,PREV_INS_CHUTE_ CH240,TEC-INS,MCHU077,MCHU077I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU077I210
587,I2,PREV_INS_CHUTE_ CH240,TEC-INS,MCHU077,MCHU077I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU077I220
588,M1,INSP_MEC_CHUTE_ CH237,TEC-MEC,MCHU078,MCHU078M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU078M110
589,M2,PREV_MEC_CHUTE_ CH237,TEC-MEC,MCHU078,MCHU078M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU078M210
590,M2,PREV_MEC_CHUTE_ CH237,TEC-MEC,MCHU078,MCHU078M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU078M220
591,I1,INSP_INS_CHUTE_ CH237,TEC-INS,MCHU078,MCHU078I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU078I110
592,I2,PREV_INS_CHUTE_ CH237,TEC-INS,MCHU078,MCHU078I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU078I210
593,I2,PREV_INS_CHUTE_ CH237,TEC-INS,MCHU078,MCHU078I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU078I220
594,M1,INSP_MEC_CHUTE_ CH238,TEC-MEC,MCHU079,MCHU079M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU079M110
595,M2,PREV_MEC_CHUTE_ CH238,TEC-MEC,MCHU079,MCHU079M2,10,Camb mayor placas desgast d chute 8000H,TEC-MEC,PM01,4.0,10.0,MCHU079M210
596,M2,PREV_MEC_CHUTE_ CH238,TEC-MEC,MCHU079,MCHU079M2,20,Mtto general chute 2000H,TEC-MEC,PM01,2.0,14.0,MCHU079M220
597,I1,INSP_INS_CHUTE_ CH238,TEC-INS,MCHU079,MCHU079I1,10,Inspeccionar instrumentos de chute 1M,TEC-INS,PM01,2.0,1.0,MCHU079I110
598,I2,PREV_INS_CHUTE_ CH238,TEC-INS,MCHU079,MCHU079I2,10,Limp y mtto d instrumentos d chute 8000H,TEC-INS,PM01,2.0,2.5,MCHU079I210
599,I2,PREV_INS_CHUTE_ CH238,TEC-INS,MCHU079,MCHU079I2,20,Contrast de transmisores de chute 8000H,TEC-INS,PM01,2.0,1.0,MCHU079I220
600,M1,INSP_MEC_CHUTE_ CH239,TEC-MEC,MCHU080,MCHU080M1,10,Insp desgast placas revest d chute 2000H,TEC-MEC,PM01,2.0,2.0,MCHU080M110
