key_system,key_component,Component
2252-ML-202|09,2252-ML-202|09-05,Instrumentos de la caja reductora
2252-ML-202|09,2252-ML-202|09-06,Transmisores de la caja reductora
2252-ML-202|09,2252-ML-202|09-07,Instrumentos del sistema gear spray
2252-ML-202|09,2252-ML-202|09-08,Transmisores del sistema gear spray
2223-ML-201|01,2223-ML-201|01-01,Motor eléctrico A molino
2223-ML-201|01,2223-ML-201|01-02,Reductor de Velocidad A
2223-ML-201|01,2223-ML-201|01-03,Acople de alta velocidad A
2223-ML-201|01,2223-ML-201|01-04,Acople de baja velocidad A
2223-ML-201|01,2223-ML-201|01-05,Piñon 1
2223-ML-201|01,2223-ML-201|01-06,Reductor inching drive
2223-ML-201|01,2223-ML-201|01-07,Sistema de freno
2223-ML-201|01,2223-ML-201|01-08,Motor eléctrico inching drive
2223-ML-201|01,2223-ML-201|01-09,Acople motor inching drive
2223-ML-201|01,2223-ML-201|01-10,Acople inching drive reductor
2223-ML-201|01,2223-ML-201|01-11,Motor eléctrico B molino
2223-ML-201|01,2223-ML-201|01-12,Reductor de Velocidad B
2223-ML-201|01,2223-ML-201|01-13,Acople de alta velocidad B
2223-ML-201|01,2223-ML-201|01-14,Acople de baja velocidad B
2223-ML-201|01,2223-ML-201|01-15,Piñon 2
2223-ML-201|01,2223-ML-201|01-16,Corona
2223-ML-201|02,2223-ML-201|02-01,Motor eléctrico sistema de refrigeración
2223-ML-201|03,2223-ML-201|03-01,Motor eléctrico del anillo colector
2223-ML-201|04,2223-ML-201|04-01,LRS
2223-ML-201|04,2223-ML-201|04-02,Panel de control
2223-ML-201|04,2223-ML-201|04-03,Cajas de conexiones
2223-ML-201|05,2223-ML-201|05-01,Trunnion de carga
2223-ML-201|05,2223-ML-201|05-02,Trunnion de descarga
2223-ML-201|05,2223-ML-201|05-03,Sello de rodamientos
2223-ML-201|05,2223-ML-201|05-04,PADS
2223-ML-201|05,2223-ML-201|05-05,Cilindro de elevación
2223-ML-201|06,2223-ML-201|06-01,Tapa de alimentación
2223-ML-201|06,2223-ML-201|06-02,Casco (shell)
2223-ML-201|06,2223-ML-201|06-03,Casco
2223-ML-201|06,2223-ML-201|06-04,Casco (shell)
2223-ML-201|06,2223-ML-201|06-05,Tapa de descarga
2223-ML-201|06,2223-ML-201|06-06,Trommel
2223-ML-201|07,2223-ML-201|07-01,Motor eléctrico
2223-ML-201|07,2223-ML-201|07-02,Sistema de lubricación del motor
2223-ML-201|07,2223-ML-201|07-03,Bomba de lubricación 1 de motor A
2223-ML-201|07,2223-ML-201|07-04,Bomba de lubricación 2 de motor A
2223-ML-201|07,2223-ML-201|07-05,Bomba de lubricación 1 de motor B
2223-ML-201|07,2223-ML-201|07-06,Bomba de lubricación 2 de motor B
2223-ML-201|08,2223-ML-201|08-01,Sistema de lubricación A
2223-ML-201|08,2223-ML-201|08-02,Filtros
2223-ML-201|08,2223-ML-201|08-03,Motor eléctrico bomba de lubricación
2223-ML-201|08,2223-ML-201|08-04,Motor eléctrico Motor eléctrico bomba de lubricaciones
2223-ML-201|08,2223-ML-201|08-05,Motor eléctrico bomba de lubricación
2223-ML-201|08,2223-ML-201|08-06,Panel de control
2223-ML-201|08,2223-ML-201|08-07,Cajas de conexiones
2223-ML-201|08,2223-ML-201|08-08,Bomba de lubricación 1 del reductor A
2223-ML-201|08,2223-ML-201|08-09,Bomba de lubricación 2 del reductor A
2223-ML-201|08,2223-ML-201|08-10,Bomba de lubricación 3 del reductor A
2223-ML-201|08,2223-ML-201|08-11,Motor eléctrico bomba de lubricación piñón
2223-ML-201|08,2223-ML-201|08-12,Motor eléctrico bomba de lubricación piño
2223-ML-201|08,2223-ML-201|08-13,Motor eléctrico bomba de lubricación piñón
2223-ML-201|08,2223-ML-201|08-14,Motor eléctrico bomba de lubricación piño
2223-ML-201|08,2223-ML-201|08-15,Motor eléctrico bomba de lubricación piñón
2223-ML-201|08,2223-ML-201|08-16,Bomba 1 de lubricación de chumaceras piñón 1
2223-ML-201|08,2223-ML-201|08-17,Bomba 2 de lubricación de chumaceras piñón 1
2223-ML-201|09,2223-ML-201|09-01,Sistema de lubricación
2223-ML-201|09,2223-ML-201|09-02,Filtros
2223-ML-201|09,2223-ML-201|09-03,Motor eléctrico bomba de lubricación
2223-ML-201|09,2223-ML-201|09-04,Motor eléctrico Motor eléctrico bomba de lubricaciones
2223-ML-201|09,2223-ML-201|09-05,Motor eléctrico bomba de lubricación
2223-ML-201|09,2223-ML-201|09-06,Panel de control
2223-ML-201|09,2223-ML-201|09-07,Cajas de conexiones
2223-ML-201|09,2223-ML-201|09-08,Bomba de lubricación 1 del reductor B
2223-ML-201|09,2223-ML-201|09-09,Bomba de lubricación 2 del reductor B
2223-ML-201|09,2223-ML-201|09-10,Bomba de lubricación 3 del reductor B
2223-ML-201|09,2223-ML-201|09-11,Motor eléctrico bomba de lubricación piñón
2223-ML-201|09,2223-ML-201|09-12,Motor eléctrico bomba de lubricación piño
2223-ML-201|09,2223-ML-201|09-13,Motor eléctrico bomba de lubricación piñón
2223-ML-201|09,2223-ML-201|09-14,Motor eléctrico bomba de lubricación piño
2223-ML-201|09,2223-ML-201|09-15,Motor eléctrico bomba de lubricación piñón
2223-ML-201|09,2223-ML-201|09-16,Bomba 1 de lubricación del piñón 2
2223-ML-201|09,2223-ML-201|09-17,Bomba 2 de lubricación del piñón 2
2223-ML-201|10,2223-ML-201|10-01,Sistema de lubricación
2223-ML-201|10,2223-ML-201|10-02,Filtros
2223-ML-201|10,2223-ML-201|10-03,Motor eléctrico bomba acondicionadora
2223-ML-201|10,2223-ML-201|10-04,Panel de control
2223-ML-201|10,2223-ML-201|10-05,Cajas de conexiones
2223-ML-201|10,2223-ML-201|10-06,Bomba 1 acondicionadora de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-07,Bomba 2 acondicionadora de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-08,Bomba 3 acondicionadora de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-09,Motor eléctrico bomba principal de aceite
2223-ML-201|10,2223-ML-201|10-10,Bomba 1 principal de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-11,Bomba 2 principal de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-12,Bomba 3 principal de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-13,Bomba 4 principal de aceite de lubricación de rodamientos
2223-ML-201|10,2223-ML-201|10-14,Bomba 5 principal de aceite de lubricación de rodamientos
2223-ML-201|11,2223-ML-201|11-01,Chute de descarga de molino de bolas
2223-ML-201|11,2223-ML-201|11-02,Chute de alimentación al molino de bolas
2223-ML-201|11,2223-ML-201|11-03,Chute de residuos de molino de bolas
2223-ML-201|11,2223-ML-201|11-04,Caja de alimentación al molino de bolas
2223-ML-201|11,2223-ML-201|11-05,Spout feeder
2223-ML-201|11,2223-ML-201|11-06,Canaleta de descarga de molino de bolas
2223-ML-201|11,2223-ML-201|11-07,Transportador de chute de alimentación al molino de bolas
2223-ML-201|11,2223-ML-201|11-08,Motor eléctrico transportador de chute
2223-ML-201|11,2223-ML-201|11-09,Panel de control
2223-ML-201|11,2223-ML-201|11-10,Cajas de conexiones
2223-ML-201|11,2223-ML-201|11-11,Balde de carga de bolas
2223-ML-201|11,2223-ML-201|11-12,Carro de alimentación
2223-ML-201|12,2223-ML-201|12-01,Instrumentos del LRS
2223-ML-201|12,2223-ML-201|12-02,Transmisores del LRS
2223-ML-201|12,2223-ML-201|12-03,Instrumentos del sistema de lubricación del motor
2223-ML-201|12,2223-ML-201|12-04,Instrumentos del sistema de avance lento
2223-ML-201|12,2223-ML-201|12-05,Instrumentos del transportador de chute de alimentación
2223-ML-201|12,2223-ML-201|12-06,Instrumentos del sistema de lubricación del piñón y caja reductora
2223-ML-201|12,2223-ML-201|12-07,Transmisores del sistema de lubricación del piñón y caja reductora
2223-ML-201|12,2223-ML-201|12-08,Instrumentos del sistema de lubricación de rodamientos del muñón
2223-ML-201|12,2223-ML-201|12-09,Transmisores del sistema de lubricación de rodamientos del muñón
2223-ML-201|12,2223-ML-201|12-10,Instrumentos del sistema de engrase catalina
2223-ML-201|12,2223-ML-201|12-11,Transmisores del sistema de engrase catalina
2223-ML-201|12,2223-ML-201|12-12,Instrumentos del molino
2223-ML-201|12,2223-ML-201|12-13,Instrumentos del sistema de engrase catalina
2223-ML-201|12,2223-ML-201|12-14,Transmisores del molino
2262-PU-222|01,2262-PU-222|01-01,Motor eléctrico
2262-PU-222|01,2262-PU-222|01-02,Variador de velocidad
2262-PU-222|01,2262-PU-222|01-03,Poleas y fajas
2262-PU-222|02,2262-PU-222|02-01,Caja de rodamientos
2262-PU-222|02,2262-PU-222|02-02,Eje
2262-PU-222|02,2262-PU-222|02-03,Carcasa
2262-PU-222|02,2262-PU-222|02-04,Impulsor
2262-PU-222|02,2262-PU-222|02-05,Expulsor
2262-PU-222|02,2262-PU-222|02-06,Sello prensaestopa
2262-PU-222|02,2262-PU-222|02-07,Elementos de unión
2262-PU-222|03,2262-PU-222|03-01,Instrumentos
2262-PU-222|03,2262-PU-222|03-02,Transmisores
2249-PU-238|01,2249-PU-238|01-01,Motor eléctrico
2249-PU-238|01,2249-PU-238|01-02,Poleas y Fajas
2249-PU-238|02,2249-PU-238|02-01,Carcasa
2249-PU-238|02,2249-PU-238|02-02,Columna porta rodamientos
2249-PU-238|03,2249-PU-238|03-01,Instrumentos
2259-PU-237|01,2259-PU-237|01-01,Motor eléctrico
2259-PU-237|01,2259-PU-237|01-02,Arrancador
2259-PU-237|01,2259-PU-237|01-03,Poleas y Fajas
2259-PU-237|02,2259-PU-237|02-01,Carcasa
2259-PU-237|02,2259-PU-237|02-02,Impulsor
2259-PU-237|02,2259-PU-237|02-03,Columna porta rodamientos
2259-PU-237|02,2259-PU-237|02-04,Elementos de unión
2259-PU-237|03,2259-PU-237|03-01,Instrumentos
2279-PU-240|01,2279-PU-240|01-01,Motor eléctrico
2279-PU-240|01,2279-PU-240|01-02,Poleas y Fajas
2279-PU-240|02,2279-PU-240|02-01,Carcasa
2279-PU-240|02,2279-PU-240|02-02,Columna porta rodamientos
2279-PU-240|03,2279-PU-240|03-01,Instrumentos
2261-PU-239|01,2261-PU-239|01-01,Motor eléctrico
2261-PU-239|01,2261-PU-239|01-02,Poleas y Fajas
2261-PU-239|02,2261-PU-239|02-01,Carcasa
2261-PU-239|02,2261-PU-239|02-02,Columna porta rodamientos
2261-PU-239|03,2261-PU-239|03-01,Instrumentos
2281-PU-242|01,2281-PU-242|01-01,Motor eléctrico
2281-PU-242|01,2281-PU-242|01-02,Poleas y Fajas
2281-PU-242|02,2281-PU-242|02-01,Carcasa
2281-PU-242|02,2281-PU-242|02-02,Columna porta rodamientos
2281-PU-242|03,2281-PU-242|03-01,Instrumentos
2287-PU-245|01,2287-PU-245|01-01,Motor eléctrico
2287-PU-245|01,2287-PU-245|01-02,Poleas y Fajas
2287-PU-245|02,2287-PU-245|02-01,Carcasa
2287-PU-245|02,2287-PU-245|02-02,Columna porta rodamientos
2287-PU-245|03,2287-PU-245|03-01,Instrumentos
2283-PU-266|02,2283-PU-266|02-01,Carcasa
2287-PU-270|01,2287-PU-270|01-01,Motor eléctrico
2287-PU-270|01,2287-PU-270|01-02,Reductor
2287-PU-270|02,2287-PU-270|02-01,Porta rodamiento
2287-PU-270|02,2287-PU-270|02-02,Estator
2287-PU-270|02,2287-PU-270|02-03,Rotor
2287-PU-270|03,2287-PU-270|03-01,Instrumentos
2287-PU-270|03,2287-PU-270|03-02,Transmisores
2287-PU-272|01,2287-PU-272|01-01,Motor eléctrico
2287-PU-272|01,2287-PU-272|01-02,Reductor
2287-PU-272|02,2287-PU-272|02-01,Porta rodamiento
2287-PU-272|02,2287-PU-272|02-02,Estator
2287-PU-272|02,2287-PU-272|02-03,Rotor
2287-PU-272|03,2287-PU-272|03-01,Instrumentos
2287-PU-272|03,2287-PU-272|03-02,Transmisores
2133-BH-205|01,2133-BH-205|01-01,Válvula diafragma
2133-BH-205|02,2133-BH-205|02-01,Ventilador
2133-BH-205|02,2133-BH-205|02-02,Motor elec ventilador
2133-BH-205|02,2133-BH-205|02-03,Válvula rotativa
2133-BH-205|02,2133-BH-205|02-04,Motor valv rotativa
2133-BH-205|03,2133-BH-205|03-01,Instrumentos
2133-BH-205|03,2133-BH-205|03-02,Transmisores
2133-BH-205|03,2133-BH-205|03-03,Panel de limpieza de filtro
3333-XM-333|01,3333-XM-333|01-01,Placa de ánodos
3333-XM-333|01,3333-XM-333|01-02,Celda
3337-RE-302|02,3337-RE-302|02-01,Rectificador No. 1
3337-RE-302|02,3337-RE-302|02-02,Rectificador No. 2
3337-RE-302|02,3337-RE-302|02-03,Enfriador N° 1
3337-RE-302|02,3337-RE-302|02-04,Enfriador N° 2
3337-RE-302|02,3337-RE-302|02-05,Enfriador N° 3
3337-RE-302|02,3337-RE-302|02-06,Enfriador N° 4
3337-RE-302|03,3337-RE-302|03-01,Reactor
3337-RE-302|03,3337-RE-302|03-02,Condensador
3337-RE-302|04,3337-RE-302|04-01,Barras
3231-CN-301|01,3231-CN-301|01-01,Motor eléctrico
3231-CN-301|01,3231-CN-301|01-02,Acople
3231-CN-301|01,3231-CN-301|01-03,Reductor de velocidad
3231-CN-301|01,3231-CN-301|01-04,Freno mecánico
3231-CN-301|01,3231-CN-301|01-05,Testero
3231-CN-301|01,3231-CN-301|01-06,Ruedas
3231-CN-301|02,3231-CN-301|02-01,Motor eléctrico
3231-CN-301|02,3231-CN-301|02-02,Acople
3231-CN-301|02,3231-CN-301|02-03,Reductor de velocidad
3231-CN-301|02,3231-CN-301|02-04,Freno mecánico
3231-CN-301|02,3231-CN-301|02-05,Carro
3231-CN-301|02,3231-CN-301|02-06,Ruedas
3231-CN-301|03,3231-CN-301|03-01,Motor eléctrico
3231-CN-301|03,3231-CN-301|03-02,Acople
3231-CN-301|03,3231-CN-301|03-03,Reductor de velocidad
3231-CN-301|03,3231-CN-301|03-04,Freno mecánico
3231-CN-301|03,3231-CN-301|03-05,Tambores
3231-CN-301|03,3231-CN-301|03-06,Cable
3231-CN-301|03,3231-CN-301|03-07,Polea pivotante
3231-CN-301|03,3231-CN-301|03-08,Pala tipo almeja
3231-CN-301|04,3231-CN-301|04-01,Instrumentos
3231-CN-301|04,3231-CN-301|04-02,Transmisores
3231-CN-302|01,3231-CN-302|01-01,Motor eléctrico
3231-CN-302|01,3231-CN-302|01-02,Acople
3231-CN-302|01,3231-CN-302|01-03,Reductor de velocidad
3231-CN-302|01,3231-CN-302|01-04,Freno mecánico
3231-CN-302|01,3231-CN-302|01-05,Ruedas
3231-CN-302|02,3231-CN-302|02-01,Motor eléctrico
3231-CN-302|02,3231-CN-302|02-02,Acople
3231-CN-302|02,3231-CN-302|02-03,Reductor de velocidad
3231-CN-302|02,3231-CN-302|02-04,Freno mecánico
3231-CN-302|02,3231-CN-302|02-05,Carro
3231-CN-302|02,3231-CN-302|02-06,Ruedas
3231-CN-302|03,3231-CN-302|03-01,Motor eléctrico
3231-CN-302|03,3231-CN-302|03-02,Acople
3231-CN-302|03,3231-CN-302|03-03,Reductor de velocidad
3231-CN-302|03,3231-CN-302|03-04,Freno mecánico
3231-CN-302|03,3231-CN-302|03-05,Tambores
3231-CN-302|03,3231-CN-302|03-06,Cable
3231-CN-302|03,3231-CN-302|03-07,Pala tipo almeja
3231-CN-302|04,3231-CN-302|04-01,Instrumentos
3231-CN-302|04,3231-CN-302|04-02,Transmisores
2112-MA-201|01,2112-MA-201|01-01,Motor eléctrico
2112-MA-201|01,2112-MA-201|01-02,Poleas y fajas
2112-MA-201|01,2112-MA-201|01-03,Reductor
2112-MA-201|02,2112-MA-201|02-01,Polea motriz
2112-MA-201|02,2112-MA-201|02-02,Polea de cola
2112-MA-201|02,2112-MA-201|02-03,Poleas tensoras
2112-MA-201|02,2112-MA-201|02-04,Banda
2112-MA-201|02,2112-MA-201|02-05,Tanque de enfriamiento
2112-MA-201|03,2112-MA-201|03-01,Instrumentos
2112-MA-201|03,2112-MA-201|03-02,Panel de control rectificador
5111-PU-522|01,5111-PU-522|01-01,Motor eléctrico
5111-PU-522|02,5111-PU-522|02-01,Caja de engranajes
5111-PU-522|02,5111-PU-522|02-02,Carcasa
5111-PU-522|02,5111-PU-522|02-03,Diafragma
5111-PU-522|03,5111-PU-522|03-01,Instrumentos
5111-PU-522|03,5111-PU-522|03-02,Transmisores
5561-PU-529|01,5561-PU-529|01-01,Unidad de control
5561-PU-529|01,5561-PU-529|01-02,Unidad conducida
5561-PU-529|01,5561-PU-529|01-03,Bomba
3241-PU-302|01,3241-PU-302|01-01,Motor eléctrico
3241-PU-302|01,3241-PU-302|01-02,Variador de velocidad
3241-PU-302|01,3241-PU-302|01-03,Acople
3241-PU-302|02,3241-PU-302|02-01,Carcasa
3241-PU-302|02,3241-PU-302|02-02,Caja de rodamientos
3241-PU-302|02,3241-PU-302|02-03,Sello mecánico
3241-PU-302|02,3241-PU-302|02-04,Eje
3241-PU-302|02,3241-PU-302|02-05,Elementos de unión
3241-PU-302|03,3241-PU-302|03-01,Instrumentos
3241-PU-303|01,3241-PU-303|01-01,Motor eléctrico
3241-PU-303|01,3241-PU-303|01-02,Variador de velocidad
3241-PU-303|01,3241-PU-303|01-03,Acople
3241-PU-303|02,3241-PU-303|02-01,Carcasa
3241-PU-303|02,3241-PU-303|02-02,Caja de rodamientos
3241-PU-303|02,3241-PU-303|02-03,Sello mecánico
3241-PU-303|02,3241-PU-303|02-04,Eje
3241-PU-303|02,3241-PU-303|02-05,Elementos de unión
3241-PU-303|03,3241-PU-303|03-01,Instrumentos
3241-PU-304|01,3241-PU-304|01-01,Motor eléctrico
3241-PU-304|01,3241-PU-304|01-02,Variador de velocidad
3241-PU-304|01,3241-PU-304|01-03,Acople
3241-PU-304|02,3241-PU-304|02-01,Carcasa
3241-PU-304|02,3241-PU-304|02-02,Caja de rodamientos
3241-PU-304|02,3241-PU-304|02-03,Sello mecánico
3241-PU-304|02,3241-PU-304|02-04,Eje
3241-PU-304|02,3241-PU-304|02-05,Elementos de unión
3241-PU-304|03,3241-PU-304|03-01,Instrumentos
3241-PU-305|01,3241-PU-305|01-01,Motor eléctrico
3241-PU-305|01,3241-PU-305|01-02,Variador de velocidad
3241-PU-305|01,3241-PU-305|01-03,Acople
3241-PU-305|02,3241-PU-305|02-01,Carcasa
3241-PU-305|02,3241-PU-305|02-02,Caja de rodamientos
3241-PU-305|02,3241-PU-305|02-03,Sello mecánico
3241-PU-305|02,3241-PU-305|02-04,Eje
3241-PU-305|02,3241-PU-305|02-05,Elementos de unión
3241-PU-305|03,3241-PU-305|03-01,Instrumentos
3241-PU-306|01,3241-PU-306|01-01,Motor eléctrico
3241-PU-306|01,3241-PU-306|01-02,Variador de velocidad
3241-PU-306|01,3241-PU-306|01-03,Acople
3241-PU-306|02,3241-PU-306|02-01,Carcasa
3241-PU-306|02,3241-PU-306|02-02,Caja de rodamientos
3241-PU-306|02,3241-PU-306|02-03,Sello mecánico
3241-PU-306|02,3241-PU-306|02-04,Eje
3241-PU-306|02,3241-PU-306|02-05,Elementos de unión
3241-PU-306|03,3241-PU-306|03-01,Instrumentos
3241-PU-307|01,3241-PU-307|01-01,Motor eléctrico
3241-PU-307|01,3241-PU-307|01-02,Variador de velocidad
3241-PU-307|01,3241-PU-307|01-03,Acople
3241-PU-307|02,3241-PU-307|02-01,Carcasa
3241-PU-307|02,3241-PU-307|02-02,Caja de rodamientos
3241-PU-307|02,3241-PU-307|02-03,Sello mecánico
3241-PU-307|02,3241-PU-307|02-04,Eje
3241-PU-307|02,3241-PU-307|02-05,Elementos de unión
3241-PU-307|03,3241-PU-307|03-01,Instrumentos
3241-PU-308|01,3241-PU-308|01-01,Motor eléctrico
3241-PU-308|01,3241-PU-308|01-02,Variador de velocidad
3241-PU-308|01,3241-PU-308|01-03,Acople
3241-PU-308|02,3241-PU-308|02-01,Carcasa
3241-PU-308|02,3241-PU-308|02-02,Caja de rodamientos
3241-PU-308|02,3241-PU-308|02-03,Sello mecánico
3241-PU-308|02,3241-PU-308|02-04,Eje
3241-PU-308|02,3241-PU-308|02-05,Elementos de unión
3241-PU-308|03,3241-PU-308|03-01,Instrumentos
3241-PU-309|01,3241-PU-309|01-01,Motor eléctrico
3241-PU-309|01,3241-PU-309|01-02,Variador de velocidad
3241-PU-309|01,3241-PU-309|01-03,Acople
3241-PU-309|02,3241-PU-309|02-01,Carcasa
3241-PU-309|02,3241-PU-309|02-02,Caja de rodamientos
3241-PU-309|02,3241-PU-309|02-03,Sello mecánico
3241-PU-309|02,3241-PU-309|02-04,Eje
3241-PU-309|02,3241-PU-309|02-05,Elementos de unión
3241-PU-309|03,3241-PU-309|03-01,Instrumentos
3241-PU-310|01,3241-PU-310|01-01,Motor eléctrico
3241-PU-310|01,3241-PU-310|01-02,Variador de velocidad
3241-PU-310|01,3241-PU-310|01-03,Acople
3241-PU-310|02,3241-PU-310|02-01,Carcasa
3241-PU-310|02,3241-PU-310|02-02,Caja de rodamientos
3241-PU-310|02,3241-PU-310|02-03,Sello mecánico
3241-PU-310|02,3241-PU-310|02-04,Eje
3241-PU-310|02,3241-PU-310|02-05,Elementos de unión
3241-PU-310|03,3241-PU-310|03-01,Instrumentos
3241-PU-311|01,3241-PU-311|01-01,Motor eléctrico
3241-PU-311|01,3241-PU-311|01-02,Variador de velocidad
3241-PU-311|01,3241-PU-311|01-03,Acople
3241-PU-311|02,3241-PU-311|02-01,Carcasa
3241-PU-311|02,3241-PU-311|02-02,Caja de rodamientos
3241-PU-311|02,3241-PU-311|02-03,Sello mecánico
3241-PU-311|02,3241-PU-311|02-04,Eje
3241-PU-311|02,3241-PU-311|02-05,Elementos de unión
3241-PU-311|03,3241-PU-311|03-01,Instrumentos
3241-PU-312|01,3241-PU-312|01-01,Motor eléctrico
3241-PU-312|01,3241-PU-312|01-02,Variador de velocidad
3241-PU-312|01,3241-PU-312|01-03,Acople
3241-PU-312|02,3241-PU-312|02-01,Carcasa
3241-PU-312|02,3241-PU-312|02-02,Caja de rodamientos
3241-PU-312|02,3241-PU-312|02-03,Sello mecánico
3241-PU-312|02,3241-PU-312|02-04,Eje
3241-PU-312|02,3241-PU-312|02-05,Elementos de unión
3241-PU-312|03,3241-PU-312|03-01,Instrumentos
3241-PU-313|01,3241-PU-313|01-01,Motor eléctrico
3241-PU-313|01,3241-PU-313|01-02,Variador de velocidad
3241-PU-313|01,3241-PU-313|01-03,Acople
3241-PU-313|02,3241-PU-313|02-01,Carcasa
3241-PU-313|02,3241-PU-313|02-02,Caja de rodamientos
3241-PU-313|02,3241-PU-313|02-03,Sello mecánico
3241-PU-313|02,3241-PU-313|02-04,Eje
3241-PU-313|02,3241-PU-313|02-05,Elementos de unión
3241-PU-313|03,3241-PU-313|03-01,Instrumentos
3241-PU-314|01,3241-PU-314|01-01,Motor eléctrico
3241-PU-314|01,3241-PU-314|01-02,Variador de velocidad
3241-PU-314|01,3241-PU-314|01-03,Acople
3241-PU-314|02,3241-PU-314|02-01,Carcasa
3241-PU-314|02,3241-PU-314|02-02,Caja de rodamientos
3241-PU-314|02,3241-PU-314|02-03,Sello mecánico
3241-PU-314|02,3241-PU-314|02-04,Eje
3241-PU-314|02,3241-PU-314|02-05,Elementos de unión
3241-PU-314|03,3241-PU-314|03-01,Instrumentos
3241-PU-315|01,3241-PU-315|01-01,Motor eléctrico
3241-PU-315|01,3241-PU-315|01-02,Variador de velocidad
3241-PU-315|01,3241-PU-315|01-03,Acople
3241-PU-315|02,3241-PU-315|02-01,Carcasa
3241-PU-315|02,3241-PU-315|02-02,Caja de rodamientos
3241-PU-315|02,3241-PU-315|02-03,Sello mecánico
3241-PU-315|02,3241-PU-315|02-04,Eje
3241-PU-315|02,3241-PU-315|02-05,Elementos de unión
3241-PU-315|03,3241-PU-315|03-01,Instrumentos
3351-PU-371|01,3351-PU-371|01-01,Motor eléctrico
3351-PU-371|01,3351-PU-371|01-02,Acople
3351-PU-371|02,3351-PU-371|02-01,Carcasa
3351-PU-371|02,3351-PU-371|02-02,Caja de rodamientos
3351-PU-371|02,3351-PU-371|02-03,Sello mecánico
3351-PU-371|02,3351-PU-371|02-04,Eje
3351-PU-371|02,3351-PU-371|02-05,Elementos de unión
3351-PU-371|03,3351-PU-371|03-01,Instrumentos
3351-PU-371|03,3351-PU-371|03-02,Transmisores
2287-PU-271|01,2287-PU-271|01-01,Motor eléctrico
2287-PU-271|01,2287-PU-271|01-02,Reductor
2287-PU-271|02,2287-PU-271|02-01,Porta rodamiento
2287-PU-271|02,2287-PU-271|02-02,Estator
2287-PU-271|02,2287-PU-271|02-03,Rotor
2287-PU-271|03,2287-PU-271|03-01,Instrumentos
2287-PU-271|03,2287-PU-271|03-02,Transmisores
2287-PU-273|01,2287-PU-273|01-01,Motor eléctrico
2287-PU-273|01,2287-PU-273|01-02,Reductor
2287-PU-273|02,2287-PU-273|02-01,Porta rodamiento
2287-PU-273|02,2287-PU-273|02-02,Estator
2287-PU-273|02,2287-PU-273|02-03,Rotor
2287-PU-273|03,2287-PU-273|03-01,Instrumentos
2287-PU-273|03,2287-PU-273|03-02,Transmisores
3331-PU-348|01,3331-PU-348|01-01,Reductor
3331-PU-348|01,3331-PU-348|01-02,Acople de baja
3331-PU-348|02,3331-PU-348|02-01,Porta rodamiento
3331-PU-348|02,3331-PU-348|02-02,Estator
3331-PU-348|02,3331-PU-348|02-03,Rotor
3331-PU-348|03,3331-PU-348|03-01,Instrumentos
5612-XM-510|01,5612-XM-510|01-01,Brazo de carga
5612-XM-510|02,5612-XM-510|02-01,Instrumentos
5612-XM-510|02,5612-XM-510|02-02,Transmisores
4313-FL-405|01,4313-FL-405|01-01,Filtro
5611-TK-503|01,5611-TK-503|01-01,Tanque
5611-TK-503|02,5611-TK-503|02-01,Instrumentos
5611-TK-503|02,5611-TK-503|02-02,Transmisores
5611-TK-504|01,5611-TK-504|01-01,Tanque
5611-TK-504|02,5611-TK-504|02-01,Instrumentos
5611-TK-504|02,5611-TK-504|02-02,Transmisores
5561-TK-513|01,5561-TK-513|01-01,Tanque
5561-TK-513|02,5561-TK-513|02-01,Instrumentos
5561-TK-513|02,5561-TK-513|02-02,Transmisores
2249-PU-225|01,2249-PU-225|01-01,Motor eléctrico
2249-PU-225|01,2249-PU-225|01-02,Variador de velocidad
2249-PU-225|01,2249-PU-225|01-03,Poleas y fajas
2249-PU-225|02,2249-PU-225|02-01,Caja de rodamientos
2249-PU-225|02,2249-PU-225|02-02,Eje
2249-PU-225|02,2249-PU-225|02-03,Carcasa
2249-PU-225|02,2249-PU-225|02-04,Impulsor
2249-PU-225|02,2249-PU-225|02-05,Sello prensaestopa
2249-PU-225|02,2249-PU-225|02-06,Elementos de unión
2249-PU-225|03,2249-PU-225|03-01,Instrumentos
2287-PU-269|01,2287-PU-269|01-01,Motor eléctrico
2287-PU-269|01,2287-PU-269|01-02,Reductor
2287-PU-269|02,2287-PU-269|02-01,Porta rodamiento
2287-PU-269|02,2287-PU-269|02-02,Estator
2287-PU-269|02,2287-PU-269|02-03,Rotor
2287-PU-269|03,2287-PU-269|03-01,Instrumentos
2287-PU-269|03,2287-PU-269|03-02,Transmisores
4532-PU-40763|01,4532-PU-40763|01-01,Motor eléctrico
4532-PU-40763|02,4532-PU-40763|02-01,Carcasa
4532-PU-40763|02,4532-PU-40763|02-02,Rodete
4532-PU-40763|02,4532-PU-40763|02-03,Eje
4532-PU-40763|02,4532-PU-40763|02-04,Sello mecánico
4532-PU-40763|03,4532-PU-40763|03-01,Instrumentos
4532-PU-40763|03,4532-PU-40763|03-02,Transmisores
