Asset tag,Name,Cod sap,WBS_1_EN,WBS_1_ES,WBS_2_EN,WBS_2_ES,WBS_3_EN,WBS_3_ES,WBS_4_EN,WBS_4_ES,Responsable,Hour day,Criticidad,Criticidad Name
2281-FE-208,ALIMENTADOR ROTATORIO TECPROMIN TPM-U02,10016717,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,1,Bajo
2281-ML-203,MOLINO DE BOLAS TECPROMIN 4X6PIES,10016718,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,3,Alto
2281-PU-226,BOMBA WEIR MINERALS 1.5/1 B-AH,10016719,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,2,Medio
2281-PU-227,BOMBA METSO HM50 LHC-S O4 TRB 28.14M3/H,10016720,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,2,Medio
2281-PU-242,BOMBA WEIR MINERALS 40 MR2-5100x1500,10016721,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,2,Medio
2281-SB-201,LAVADOR DE CAL,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,1,Bajo
2281-SB-203,LAVADOR DE CAL,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,1,Bajo
2281-TK-226,TANQUE CS 22.8M3,10016722,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,0,No Critico
2281-TK-227,TANQUE TECPROMIN CS 2.4M3,10016723,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Lime,Cal,Johan&Jorge,24,0,No Critico
2282-PU-253,BOMBA DOS PROMINENT GMBH 3/3.6 LPH,10016672,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-255,BOMBA DOS PROMINENT GMBH 35/42 LPH,10016673,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-256,BOMBA DOS PROMINENT GMBH 17/20 LPH,10016674,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-257,BOMBA DOS PROMINENT GMBH 3/3.6 LPH,10016675,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-258,BOMBA DOS PROMINENT GMBH 35/42 LPH,10016676,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-259,BOMBA RUHRPUMPEN CPP 1.5X1X8 6M3/H,10016678,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2282-PU-289,BOMBA DOS PROMINENT GMBH 3/3.6 LPH,10016677,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Collector,Recolector,Johan&Jorge,24,2,Medio
2283-PU-244,BOMBA DOS PROMINENT DMP 1 2.5M3/H,10016692,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-262,BOMBA RUHRPUMPEN CPP 1.5X1X8 6M3/H,10016693,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-264,BOMBA DOS PROMINENT GMBH,10016694,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-265,BOMBA DOS PROMINENT GMBH 3/3.6 LPH,10016695,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-266,BOMBA DOS PROMINENT GMBH 17/20 LPH,10016696,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-267,BOMBA DOS PROMINENT GMBH 7/8 LPH,10016697,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2283-PU-268,BOMBA DOS PROMINENT GMBH 18/21 LPH,10016698,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Frother,Espumante,Johan&Jorge,24,2,Medio
2284-PU-279,BOMBA INBEAT MIN/65-40-160 15M3/H,10016686,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-280,BOMBA DOS PROMINENT GMBH 1500U/MIN,10016683,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-281,BOMBA DOS PROMINENT GMBH 220/264 LPH,10016684,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-282,BOMBA DOS PROMINENT GMBH 1500U/MIN,10016685,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-284,BOMBA LUTZ 2PULG SS/VITON,10016687,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-291,BOMBA INBEAT MIN/50-32-125 5M3/H,10016688,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-292,BOMBA INBEAT MIN/50-32-125 10M3/H,10016690,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-PU-295,BOMBA INBEAT MIN/50-32-125 5M3/H,10016691,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,2,Medio
2284-SB-202,TANQUE LAVADOR,10016681,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,1,Bajo
2284-TK-215,TANQUE AGRIMAT CS 13M3,10016680,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,1,Bajo
2284-TK-216,TANQUE AGRIMAT CS 15M3,10016682,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Promoter,Activador,Johan&Jorge,24,1,Bajo
2287-BL-204,SOPLADOR TECPROMIN 3006-22L3N,10016700,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,1,Bajo
2287-BN-212,TOLVIN ALIMENTADOR,#N/A,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,0,No Critico
2287-DC-209,COLECTOR DE POLVO TECPROMIN,10016702,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-FE-212,ALIMENTADOR HELICOIDAL TECPROMIN 4PULG,10016703,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-245,BOMBA WEIR MINERALS 40 MR2-5100x1500,10016706,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-269,BOMBA NOVA ROTORS DN80L1,10016705,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-270,BOMBA NOVA ROTORS DN05K2,10016707,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-271,BOMBA NOVA ROTORS DN05K2,10016708,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-272,BOMBA NOVA ROTORS DN8K2,10016709,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-PU-273,BOMBA NOVA ROTORS DN8K2,10016710,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,2,Medio
2287-TK-212,TANQUE TECPROMIN MS 24M3,10016701,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,1,Bajo
2287-TK-213,TANQUE CS 54.1M3,10016704,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR,CONCENTRADORA,REAGENTS,REACTIVOS,Flocculent,Floculante,Johan&Jorge,24,1,Bajo
2312-PU-230,BOMBA METSO MM350 EHC-S C4 ED95 2270M3/H,10016731,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES,SERVICIOS DE AGUA,Process Water,Agua de Proceso,Johan&Jorge,24,3,Alto
2312-PU-231,BOMBA METSO MM350 EHC-S C4 ED95 2270M3/H,10016732,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES,SERVICIOS DE AGUA,Process Water,Agua de Proceso,Johan&Jorge,24,3,Alto
2312-TK-214,TANQUE CS 379M3,10016730,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES,SERVICIOS DE AGUA,Process Water,Agua de Proceso,Johan&Jorge,24,1,Bajo
2315-PU-232,BOMBA RUHRPUMPEN CPP 6X4X8 57.66M3/H,10016733,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,WATER SERVICES,SERVICIOS DE AGUA,Cooling Water,Agua de Enfriamiento,Johan&Jorge,24,3,Alto
2321-CP-207,COMPRESOR INGERSOLL R90i-A-125,10016724,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Plant Air (High Pressure),Aire de Planta (Alta Presión),Johan&Jorge,24,4,Critico
2321-CP-208,COMPRESOR INGERSOLL R90i-A-125,10016725,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Plant Air (High Pressure),Aire de Planta (Alta Presión),Johan&Jorge,24,4,Critico
2323-BL-201,SOPLADOR CONTINENTAL 451.05 3600RPM,10016726,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Blower Air,Aire de Soplador,Johan&Jorge,24,4,Critico
2323-BL-202,SOPLADOR CONTINENTAL 451.05 3600RPM,10016727,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Blower Air,Aire de Soplador,Johan&Jorge,24,4,Critico
2323-FA-204,VENTILADOR OUTOTEC,10016728,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Blower Air,Aire de Soplador,Johan&Jorge,24,2,Medio
2323-FA-205,VENTILADOR OUTOTEC,10016729,SULFIDE CONCENTRATOR,CONCENTRADORA DE SULFURO,CONCENTRATOR UTILITIES,SERVICIOS BÁSICOS DE CONCENTRADORA,AIR SERVICES,SERVICIOS DE AGUA,Blower Air,Aire de Soplador,Johan&Jorge,24,2,Medio
3111-BN-301,TOLVA DE ROM DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-BN-302,TOLVA DE DESCARGA DE CHANCADORA PRIMARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-CH-301,CHUTE DE ALIMENTACIÓN DE ALIMENTADOR DE PLACAS DE CHANCADORA PRIMARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-CH-302,"CHUTE DE DESCARGA DEL ALIMENTADOR DE
PLACAS DE CHANCADORA PRIMARIA",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-CH-303,CHUTE DE FINOS DEL ALIMENTADOR DE PLACAS DE CHANCADORA PRIMARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-CH-344,CHUTE DE DESCARGA DE CHANCADORA PRIMARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,1,Bajo
3111-CR-301,CHANCADORA GIRATORIA THYSSENKR KB 54-67,10016873,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,4,Critico
3111-FE-301,ALIM PLACAS METSO AF5-72MN-8800 175HP,10016874,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Primary Crushing Station,Estación de Chancado Primario,John&Juan,24,4,Critico
3112-CH-304,"CHUTE DE DESCARGA DE TRANSPORTADOR No. 1 DE ALIMENTACIÓN A STOCKPILE DE MINERAL
GRUESO",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,1,Bajo
3112-CH-305,"CHUTE DE DESCARGA DE TRANSPORTADOR No. 2 DE ALIMENTACIÓN A STOCKPILE DE MINERAL
GRUESO",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,1,Bajo
3112-CH-306,"CHUTE DE DESCARGA DE TRANSPORTADOR No. 3
DE ALIMENTACIÓN A STOCKPILE DE MINERAL GRUESO",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,1,Bajo
3112-CH-307,CHUTE  DE DESCARGA DE MAGNETO DE CHANCADO PRIMARIO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,1,Bajo
3112-CV-301,FAJA TRANS 2259T/H 121.2M 48PULG,10016875,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,3,Alto
3112-CV-302,FAJA TRANS 2259T/H 921M 48PULG,10016877,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,3,Alto
3112-CV-303,FAJA TRANS 2259T/H 868.7M 48PULG,10016878,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,3,Alto
3112-MA-301,MAGNETO ERIEZ SE 7615 SC1 48PULG,10016876,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Conveyors,Fajas Transportadoras,John&Juan,24,2,Medio
3114-CP-303,COMPRESOR INGERSOLL RAND RS30i-125,10016881,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Air services,Servicios de Aire,John&Juan,24,4,Critico
3121-FA-301,VENTILADOR REIMAQ 86400M3/H 1770RPM,10016882,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Stockpile,Pila de almacenamiento,John&Juan,24,1,Bajo
3122-CH-308,CHUTE DE DESCARGA DE MINERAL GRUESO No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-309,CHUTE DE DESCARGA DE MINERAL GRUESO No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-310,CHUTE DE MAGNETO DE ALIMENTO A ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-345,CHUTE DE CABEZA DE ALIMENTADOR DE DESCARGA No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-346,CHUTE DE FINOS DE ALIMENTADOR DE PLACAS No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-347,CHUTE DE CABEZA DE ALIMENTADOR DE DESCARGA No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-348,CHUTE DE FINOS DE ALIMENTADOR DE PLACAS No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,PRIMARY CRUSHING,CHANCADO PRIMARIO,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CH-350,CHUTE DE DESCARGA DE TRANSPORTADOR No. 1 DE TOLVA DE ALIMENTO A ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,1,Bajo
3122-CV-319,FAJA TRANS 2108T/H 519M 48PULG,10016879,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,3,Alto
3122-FE-302,ALIM PLACAS METSO AF5-72MN-9800 175HP,10016883,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,3,Alto
3122-FE-303,ALIM PLACAS METSO AF5-72MN-9800 175HP,10016884,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,3,Alto
3122-MA-302,MAGNETO ERIEZ 7915,10016880,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,STOCKPILE AND RECLAIM,PILA DE ALMACENAMIENTO Y RECUPERACIÓN,Reclaim Tunnel & Feeders,Túnel de Recuperación y Alimentadores,John&Juan,24,2,Medio
3131-BN-303,TOLVA  DE ALIMENTACIÓN DE ZARANDA SECUNDARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-311,CHUTE DE ALIMENTO DE TOLVA DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-312,CHUTE DE DESCARGA DE TOLVA DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-313,CHUTE DE ALIMENTACIÓN DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
