Asset tag,Name,Cod sap,WBS_1_EN,WBS_1_ES,WBS_2_EN,WBS_2_ES,WBS_3_EN,WBS_3_ES,WBS_4_EN,WBS_4_ES,Responsable,Hour day,Criticidad,Criticidad Name
3131-CH-314,CHUTE DE BAJO TAMAÑO DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-315,CHUTE DE SOBRE TAMAÑO DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-316,CHUTE DE DESCARGA No. 1 DE TRANSPORTADOR DE BAJO TAMAÑO DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CH-317,CHUTE DE DESCARGA No. 2 DE TRANSPORTADOR DE BAJO TAMAÑO DE ZARANDA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,1,Bajo
3131-CV-306,FAJA TRANS 2108T/H 195M 48PULG,10016888,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,3,Alto
3131-CV-307,FAJA TRANS 2108T/H 14M 48PULG,10016889,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,3,Alto
3131-FE-304,ALI VIB SCHENCKPROCESS SDF304048 3980T/H,10016886,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,4,Critico
3131-SC-301,ZARAND SCHENCKPROCESS SLD4385DXX 3995T/H,10016887,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Screening,Zarandeo Secundario,John&Juan,24,4,Critico
3132-BN-304,TOLVA DE ALIMENTACIÓN DE CHANCADORA SECUNDARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,1,Bajo
3132-CH-318,CHUTE DE ALIMENTACIÓN DE TOLVA DE CHANCADORA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,1,Bajo
3132-CH-319,CHUTE DE DESCARGA DE TOLVA DE CHANCADORA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,1,Bajo
3132-CH-320,CHUTE DE ALIMENTACIÓN DE CHANCADORA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,1,Bajo
3132-CH-321,CHUTE DE DESCARGA DE CHANCADORA SECUNDARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,1,Bajo
3132-CR-302,CHANCADORA CONICA METSO MP1200 XXT/H,10016892,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,4,Critico
3132-CV-304,FAJA TRANS 4099T/H 238M 60PULG,10016885,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,3,Alto
3132-CV-305,FAJA TRANS 1994T/H 205M 48PULG,10016890,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,3,Alto
3132-FE-305,ALIM CORREA METSO 1532T/H,10016891,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Secondary Crushing,Chancado Secundario,John&Juan,24,4,Critico
3133-CH-322,CHUTE DE DESCARGA DE TRANSPORTADOR DE ALIMENTO A ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Conveyor,Faja Transportadora,John&Juan,24,1,Bajo
3133-CV-308,FAJA TRANS 5455T/H 245M 72PULG,10016893,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Conveyor,Faja Transportadora,John&Juan,24,3,Alto
3134-BH-301,FILTRO MANGA AMERICORP 196FT12,10016894,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,SECONDARY SCREENING & CRUSHING,ZARANDEO Y CHANCADO SECUNDARIOS,Dust Collection,Recolección de Polvo,John&Juan,24,2,Medio
3141-BN-305,TOLVA No. 1 DE ALIMENTO DE ZARANDAS TERCIARIAS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-BN-308,TOLVA No. 2 DE ALIMENTO A ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-BN-309,TOLVA No. 3 DE ALIMENTO A ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-BN-310,TOLVA No. 4 DE ALIMENTO A ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CH-323,CHUTE DE ALIMENTO DE TOLVA DE ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CH-324,CHUTE No. 1 DE DESCARGA DE TOLVA DE ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CH-325,CHUTE No. 2 DE DESCARGA DE TOLVA DE ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CH-326,CHUTE No. 3 DE DESCARGA DE TOLVA DE ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CH-327,CHUTE No. 4 DE DESCARGA DE TOLVA DE ZARANDA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,1,Bajo
3141-CV-309,FAJA TRANS 5455T/H 33.8M 72PULG,10016899,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening feed,Alimentador de zarandeo terciario,John&Juan,24,3,Alto
3142-CH-328,CHUTE DE ALIMENTACIÓN A ZARANDA TERCIARIA No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-329,CHUTE DE ALIMENTACIÓN A ZARANDA TERCIARIA No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-330,CHUTE DE ALIMENTACIÓN A ZARANDA TERCIARIA No. 3,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-331,CHUTE DE ALIMENTACIÓN A ZARANDA TERCIARIA No. 4,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-332,CHUTE DE FINOS DE ZARANDA TERCIARIA No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-333,CHUTE DE FINOS DE ZARANDA TERCIARIA No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-334,CHUTE DE FINOS DE ZARANDA TERCIARIA No. 3,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-335,CHUTE DE FINOS DE ZARANDA TERCIARIA No. 4,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-336,CHUTE DE SOBRE TAMAÑO DE ZARANDA TERCIARIA No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-337,CHUTE DE SOBRE TAMAÑO DE ZARANDA TERCIARIA No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-338,CHUTE DE SOBRE TAMAÑO DE ZARANDA TERCIARIA No. 3,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-CH-339,CHUTE DE SOBRE TAMAÑO DE ZARANDA TERCIARIA No. 4,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,1,Bajo
3142-FE-306,ALIM VIB SCHENCKPROCESS SDF04048 939T/H,10016900,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-FE-307,ALIM VIB SCHENCKPROCESS SDF04048 939T/H,10016901,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-FE-308,ALIM VIB SCHENCKPROCESS SDF04048 939T/H,10016902,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-FE-309,ALIM VIB SCHENCKPROCESS SDF04048 939T/H,10016903,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-SC-302,ZARAND SCHENCKPROCESS SLD4385DXX 1196T/H,10016904,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-SC-303,ZARAND SCHENCKPROCESS SLD4385DXX 1196T/H,10016905,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-SC-304,ZARAND SCHENCKPROCESS SLD4385DXX 1196T/H,10016906,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3142-SC-305,ZARAND SCHENCKPROCESS SLD4385DXX 1196T/H,10016907,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary screening,Zarandeo terciario,John&Juan,24,4,Critico
3143-BN-306,TOLVA DE ALIMENTACIÓN DE CHANCADORA TERCIARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing feed,Alimentador de chancado terciario,John&Juan,24,1,Bajo
3143-CH-340,CHUTE DE ALIMENTO A TOLVA DE CHANCADO TERCIARIO DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing feed,Alimentador de chancado terciario,John&Juan,24,1,Bajo
3143-CH-341,CHUTE DE DESCARGA DE TOLVA DE ALIMENTO A CHANCADORA TERCIARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing feed,Alimentador de chancado terciario,John&Juan,24,1,Bajo
3143-CV-310,FAJA TRANS 2793T/H 250M 48PULG,10016908,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing feed,Alimentador de chancado terciario,John&Juan,24,3,Alto
3143-MA-306,MAGNETO ERIEZ SE 7838 MC2,10016909,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing feed,Alimentador de chancado terciario,John&Juan,24,2,Medio
3144-BN-307,TOLVA DE ALIMENTO DE CHANCADORA TERCIARIA DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing,chancado terciario,John&Juan,24,1,Bajo
3144-CH-342,CHUTE DE BYPASS DE CHANCADORA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing,chancado terciario,John&Juan,24,1,Bajo
3144-CH-343,CHUTE DE DESCARGA DE CHANCADORA TERCIARIA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing,chancado terciario,John&Juan,24,1,Bajo
3144-CR-303,CHANCADORA HPGR THYSSENKR POLYCOM 24/17M,10016898,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing,chancado terciario,John&Juan,24,4,Critico
3144-FE-310,ALIM CORREA METSO 2143T/H,10016897,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Tertiary crushing,chancado terciario,John&Juan,24,4,Critico
3145-BH-302,FILTRO MANGA AMERICORP 392FT12,10016911,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,TERTIARY SCREENING AND CRUSHING,ZARANDEO Y CHANCADO TERCIARIOS,Dust Collection,Recolección de Polvo,John&Juan,24,2,Medio
3161-CH-370,CHUTE DE DESCARGA DE TRANSPORTADOR DE ALIMENTO A TAMBOR DE PRE-TRATAMIENTO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,FINE ORE PRODUCT,PRODUCTO DE MINERAL FINO,Fine ore product conveyor,Faja transportadora de producto de mineral fino,John&Juan,24,1,Bajo
3161-CV-311,FAJA TRANS 2108T/H 148M 48PULG,10016910,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,FINE ORE PRODUCT,PRODUCTO DE MINERAL FINO,Fine ore product conveyor,Faja transportadora de producto de mineral fino,John&Juan,24,3,Alto
3161-SA-301,MUESTREADOR HEATH & SHEERWOOD ARM1200,10017198,OXIDE PLANT,PLANTA DE ÓXIDO,CRUSHING & ORE HANDLING,CHANCADO Y MANEJO DE MINERAL,FINE ORE PRODUCT,PRODUCTO DE MINERAL FINO,Fine ore product conveyor,Faja transportadora de producto de mineral fino,John&Juan,24,2,Medio
3211-CH-371,"CHUTE DE ALIMENTO A TAMBOR DE PRE-
TRATAMIENTO",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PRE TREATMENT,PRETRATAMIENTO,Pre-treatment Drum,Tambor de Pretratamiento,Johan&Jorge,24,1,Bajo
3211-CH-372,CHUTE DE DESCARGA DE TAMBOR DE PRE- TRATAMIENTO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PRE TREATMENT,PRETRATAMIENTO,Pre-treatment Drum,Tambor de Pretratamiento,Johan&Jorge,24,1,Bajo
3211-PU-320,BOMBA CENTR VERTICAL WEIRMINERALS,10016915,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PRE TREATMENT,PRETRATAMIENTO,Pre-treatment Drum,Tambor de Pretratamiento,Johan&Jorge,24,2,Medio
3211-SB-301,TAMBOR INAMAR 2045MTPH,10016914,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PRE TREATMENT,PRETRATAMIENTO,Pre-treatment Drum,Tambor de Pretratamiento,Johan&Jorge,24,4,Critico
3221-CH-360,"CHUTE DE RASPADO DE TRANSPORTADOR DE
ALIMENTO A BATEA",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,1,Bajo
3221-CH-361,"CHUTE DE RASPADO DE DISTRIBUIDOR DE
ALIMENTO A BATEA",#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,1,Bajo
3221-CH-373,CHUTE DE TRANSFERENCIA DE TRANSPORTADOR DE ALIMENTO A BATEA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,1,Bajo
3221-CH-374,CHUTE DE TRANSFERENCIA DE DISTRIBUIDOR A BATEA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,1,Bajo
3221-CH-375,CHUTE DE DESCARGA DE DISTRIBUIDOR A BATEA,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,1,Bajo
3221-CV-312,FAJA TRANS 2305T/H 56.5M 48PULG,10016916,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VAT FEED,ALIMENTADOR DE BATEAS,Vat feed conveyors,Fajas transportadoras de alimentador de bateas,Johan&Jorge,24,3,Alto
